,nm_uf,uf,cod_mun,nm_mun,tipo,cod_uf,pop
2681,Minas Gerais,MG,3138351,Leme do Prado,RuralAdjacente,31,4923
2682,Minas Gerais,MG,3138401,Leopoldina,Urbano,31,52690
2683,Minas Gerais,MG,3138500,Liberdade,RuralAdjacente,31,4994
2684,Minas Gerais,MG,3138609,Lima Duarte,RuralAdjacente,31,16749
2685,Minas Gerais,MG,3138625,Limeira do Oeste,RuralRemoto,31,7640
2686,Minas Gerais,MG,3138658,Lontra,RuralAdjacente,31,9766
2687,Minas Gerais,MG,3138674,Luisburgo,RuralAdjacente,31,6249
2688,Minas Gerais,MG,3138682,Luislândia,RuralAdjacente,31,6735
2689,Minas Gerais,MG,3138708,Luminárias,RuralAdjacente,31,5431
2690,Minas Gerais,MG,3138807,Luz,Urbano,31,18297
2691,Minas Gerais,MG,3138906,Machacalis,IntermediarioAdjacente,31,7112
2692,Minas Gerais,MG,3139003,Machado,Urbano,31,42682
2693,Minas Gerais,MG,3139102,Madre de Deus de Minas,RuralAdjacente,31,5119
2694,Minas Gerais,MG,3139201,Malacacheta,IntermediarioAdjacente,31,18556
2695,Minas Gerais,MG,3139250,Mamonas,RuralAdjacente,31,6565
2696,Minas Gerais,MG,3139300,Manga,IntermediarioRemoto,31,18051
2697,Minas Gerais,MG,3139409,Manhuaçu,Urbano,31,92074
2698,Minas Gerais,MG,3139508,Manhumirim,Urbano,31,22894
2699,Minas Gerais,MG,3139607,Mantena,IntermediarioAdjacente,31,27651
2700,Minas Gerais,MG,3139706,Maravilhas,RuralAdjacente,31,8113
2701,Minas Gerais,MG,3139805,Mar de Espanha,Urbano,31,12985
2702,Minas Gerais,MG,3139904,Maria da Fé,RuralAdjacente,31,14019
2703,Minas Gerais,MG,3140001,Mariana,Urbano,31,61830
2704,Minas Gerais,MG,3140100,Marilac,RuralAdjacente,31,4079
2705,Minas Gerais,MG,3140159,Mário Campos,Urbano,31,15814
2706,Minas Gerais,MG,3140209,Maripá de Minas,RuralAdjacente,31,3000
2707,Minas Gerais,MG,3140308,Marliéria,Urbano,31,4030
2708,Minas Gerais,MG,3140407,Marmelópolis,RuralAdjacente,31,2701
2709,Minas Gerais,MG,3140506,Martinho Campos,RuralAdjacente,31,13497
2710,Minas Gerais,MG,3140530,Martins Soares,RuralAdjacente,31,8640
2711,Minas Gerais,MG,3140555,Mata Verde,IntermediarioAdjacente,31,8700
2712,Minas Gerais,MG,3140605,Materlândia,RuralAdjacente,31,4415
2713,Minas Gerais,MG,3140704,Mateus Leme,IntermediarioAdjacente,31,31631
2714,Minas Gerais,MG,3140803,Matias Barbosa,Urbano,31,14626
2715,Minas Gerais,MG,3140852,Matias Cardoso,RuralAdjacente,31,11360
2716,Minas Gerais,MG,3140902,Matipó,IntermediarioAdjacente,31,19098
2717,Minas Gerais,MG,3141009,Mato Verde,RuralAdjacente,31,12367
2718,Minas Gerais,MG,3141108,Matozinhos,Urbano,31,38469
2719,Minas Gerais,MG,3141207,Matutina,RuralAdjacente,31,3733
2720,Minas Gerais,MG,3141306,Medeiros,RuralAdjacente,31,3861
2721,Minas Gerais,MG,3141405,Medina,IntermediarioAdjacente,31,20701
2722,Minas Gerais,MG,3141504,Mendes Pimentel,RuralAdjacente,31,6446
2723,Minas Gerais,MG,3141603,Mercês,RuralAdjacente,31,10775
2724,Minas Gerais,MG,3141702,Mesquita,RuralAdjacente,31,5489
2725,Minas Gerais,MG,3141801,Minas Novas,RuralAdjacente,31,31509
2726,Minas Gerais,MG,3141900,Minduri,RuralAdjacente,31,3891
2727,Minas Gerais,MG,3142007,Mirabela,RuralAdjacente,31,13651
2728,Minas Gerais,MG,3142106,Miradouro,RuralAdjacente,31,10818
2729,Minas Gerais,MG,3142205,Miraí,RuralAdjacente,31,15205
2730,Minas Gerais,MG,3142254,Miravânia,RuralRemoto,31,4939
2731,Minas Gerais,MG,3142304,Moeda,RuralAdjacente,31,4948
2732,Minas Gerais,MG,3142403,Moema,IntermediarioAdjacente,31,7589
2733,Minas Gerais,MG,3142502,Monjolos,RuralAdjacente,31,2184
2734,Minas Gerais,MG,3142601,Monsenhor Paulo,RuralAdjacente,31,8764
2735,Minas Gerais,MG,3142700,Montalvânia,RuralRemoto,31,14621
2736,Minas Gerais,MG,3142809,Monte Alegre de Minas,IntermediarioAdjacente,31,21349
2737,Minas Gerais,MG,3142908,Monte Azul,IntermediarioAdjacente,31,20544
2738,Minas Gerais,MG,3143005,Monte Belo,RuralAdjacente,31,13139
2739,Minas Gerais,MG,3143104,Monte Carmelo,Urbano,31,48049
2740,Minas Gerais,MG,3143153,Monte Formoso,RuralAdjacente,31,4939
2741,Minas Gerais,MG,3143203,Monte Santo de Minas,IntermediarioAdjacente,31,21504
2742,Minas Gerais,MG,3143302,Montes Claros,Urbano,31,417478
2743,Minas Gerais,MG,3143401,Monte Sião,IntermediarioAdjacente,31,24247
2744,Minas Gerais,MG,3143450,Montezuma,RuralAdjacente,31,8379
2745,Minas Gerais,MG,3143500,Morada Nova de Minas,RuralAdjacente,31,8955
2746,Minas Gerais,MG,3143609,Morro da Garça,RuralAdjacente,31,2413
2747,Minas Gerais,MG,3143708,Morro do Pilar,RuralAdjacente,31,3126
2748,Minas Gerais,MG,3143807,Munhoz,RuralAdjacente,31,5960
2749,Minas Gerais,MG,3143906,Muriaé,Urbano,31,109997
2750,Minas Gerais,MG,3144003,Mutum,RuralAdjacente,31,26945
2751,Minas Gerais,MG,3144102,Muzambinho,Urbano,31,20522
2752,Minas Gerais,MG,3144201,Nacip Raydan,RuralAdjacente,31,3221
2753,Minas Gerais,MG,3144300,Nanuque,Urbano,31,40583
2754,Minas Gerais,MG,3144359,Naque,Urbano,31,7104
2755,Minas Gerais,MG,3144375,Natalândia,RuralAdjacente,31,3306
2756,Minas Gerais,MG,3144409,Natércia,RuralAdjacente,31,4727
2757,Minas Gerais,MG,3144508,Nazareno,IntermediarioAdjacente,31,8710
2758,Minas Gerais,MG,3144607,Nepomuceno,IntermediarioAdjacente,31,26882
2759,Minas Gerais,MG,3144656,Ninheira,RuralAdjacente,31,10355
2760,Minas Gerais,MG,3144672,Nova Belém,RuralAdjacente,31,3067
2761,Minas Gerais,MG,3144706,Nova Era,IntermediarioAdjacente,31,17524
2762,Minas Gerais,MG,3144805,Nova Lima,Urbano,31,97378
2763,Minas Gerais,MG,3144904,Nova Módica,RuralAdjacente,31,3548
2764,Minas Gerais,MG,3145000,Nova Ponte,RuralAdjacente,31,16046
2765,Minas Gerais,MG,3145059,Nova Porteirinha,Urbano,31,7493
2766,Minas Gerais,MG,3145109,Nova Resende,RuralAdjacente,31,16937
2767,Minas Gerais,MG,3145208,Nova Serrana,Urbano,31,108241
2768,Minas Gerais,MG,3145307,Novo Cruzeiro,RuralAdjacente,31,31339
2769,Minas Gerais,MG,3145356,Novo Oriente de Minas,RuralAdjacente,31,10800
2770,Minas Gerais,MG,3145372,Novorizonte,RuralRemoto,31,5348
2771,Minas Gerais,MG,3145406,Olaria,RuralAdjacente,31,1694
2772,Minas Gerais,MG,3145455,Olhos-d´Água,RuralAdjacente,31,6243
2773,Minas Gerais,MG,3145505,Olímpio Noronha,RuralAdjacente,31,2829
2774,Minas Gerais,MG,3145604,Oliveira,Urbano,31,41987
2775,Minas Gerais,MG,3145703,Oliveira Fortes,RuralAdjacente,31,2128
2776,Minas Gerais,MG,3145802,Onça de Pitangui,RuralAdjacente,31,3155
2777,Minas Gerais,MG,3145851,Oratórios,RuralAdjacente,31,4671
2778,Minas Gerais,MG,3145877,Orizânia,RuralAdjacente,31,8138
2779,Minas Gerais,MG,3145901,Ouro Branco,Urbano,31,40220
2780,Minas Gerais,MG,3146008,Ouro Fino,IntermediarioAdjacente,31,33938
2781,Minas Gerais,MG,3146107,Ouro Preto,Urbano,31,74824
2782,Minas Gerais,MG,3146206,Ouro Verde de Minas,RuralAdjacente,31,5895
2783,Minas Gerais,MG,3146255,Padre Carvalho,RuralAdjacente,31,6466
2784,Minas Gerais,MG,3146305,Padre Paraíso,IntermediarioAdjacente,31,20346
2785,Minas Gerais,MG,3146404,Paineiras,RuralAdjacente,31,4440
2786,Minas Gerais,MG,3146503,Pains,RuralAdjacente,31,8308
2787,Minas Gerais,MG,3146552,Pai Pedro,RuralAdjacente,31,6098
2788,Minas Gerais,MG,3146602,Paiva,RuralAdjacente,31,1517
2789,Minas Gerais,MG,3146701,Palma,RuralAdjacente,31,6606
2790,Minas Gerais,MG,3146750,Palmópolis,RuralRemoto,31,5196
2791,Minas Gerais,MG,3146909,Papagaios,Urbano,31,15922
2792,Minas Gerais,MG,3147006,Paracatu,Urbano,31,94539
2793,Minas Gerais,MG,3147105,Pará de Minas,Urbano,31,95616
2794,Minas Gerais,MG,3147204,Paraguaçu,Urbano,31,21693
2795,Minas Gerais,MG,3147303,Paraisópolis,Urbano,31,21353
2796,Minas Gerais,MG,3147402,Paraopeba,Urbano,31,24854
2797,Minas Gerais,MG,3147501,Passabém,RuralAdjacente,31,1619
2798,Minas Gerais,MG,3147600,Passa Quatro,RuralAdjacente,31,16439
2799,Minas Gerais,MG,3147709,Passa Tempo,RuralAdjacente,31,8031
2800,Minas Gerais,MG,3147808,Passa-Vinte,RuralAdjacente,31,2024
2801,Minas Gerais,MG,3147907,Passos,Urbano,31,115970
2802,Minas Gerais,MG,3147956,Patis,RuralAdjacente,31,6031
2803,Minas Gerais,MG,3148004,Patos de Minas,Urbano,31,154641
2804,Minas Gerais,MG,3148103,Patrocínio,Urbano,31,92116
2805,Minas Gerais,MG,3148202,Patrocínio do Muriaé,RuralAdjacente,31,5744
2806,Minas Gerais,MG,3148301,Paula Cândido,RuralAdjacente,31,9597
2807,Minas Gerais,MG,3148400,Paulistas,RuralAdjacente,31,4794
2808,Minas Gerais,MG,3148509,Pavão,RuralAdjacente,31,8390
2809,Minas Gerais,MG,3148608,Peçanha,RuralAdjacente,31,17534
2810,Minas Gerais,MG,3148707,Pedra Azul,Urbano,31,24333
2811,Minas Gerais,MG,3148756,Pedra Bonita,RuralAdjacente,31,7157
2812,Minas Gerais,MG,3148806,Pedra do Anta,RuralAdjacente,31,2960
2813,Minas Gerais,MG,3148905,Pedra do Indaiá,RuralAdjacente,31,3977
2814,Minas Gerais,MG,3149002,Pedra Dourada,RuralAdjacente,31,2559
2815,Minas Gerais,MG,3149101,Pedralva,RuralAdjacente,31,11098
2816,Minas Gerais,MG,3149150,Pedras de Maria da Cruz,RuralAdjacente,31,12313
2817,Minas Gerais,MG,3149200,Pedrinópolis,RuralAdjacente,31,3651
2818,Minas Gerais,MG,3149309,Pedro Leopoldo,Urbano,31,65149
2819,Minas Gerais,MG,3149408,Pedro Teixeira,RuralAdjacente,31,1804
2820,Minas Gerais,MG,3149507,Pequeri,RuralAdjacente,31,3340
2821,Minas Gerais,MG,3149606,Pequi,RuralAdjacente,31,4457
2822,Minas Gerais,MG,3149705,Perdigão,RuralAdjacente,31,11994
2823,Minas Gerais,MG,3149804,Perdizes,RuralAdjacente,31,16469
2824,Minas Gerais,MG,3149903,Perdões,Urbano,31,21577
2825,Minas Gerais,MG,3149952,Periquito,RuralAdjacente,31,6738
2826,Minas Gerais,MG,3150000,Pescador,IntermediarioAdjacente,31,4261
2827,Minas Gerais,MG,3150109,Piau,RuralAdjacente,31,2719
2828,Minas Gerais,MG,3150158,Piedade de Caratinga,RuralAdjacente,31,8832
2829,Minas Gerais,MG,3150208,Piedade de Ponte Nova,IntermediarioAdjacente,31,4141
2830,Minas Gerais,MG,3150307,Piedade do Rio Grande,RuralAdjacente,31,4436
2831,Minas Gerais,MG,3150406,Piedade dos Gerais,RuralAdjacente,31,5034
2832,Minas Gerais,MG,3150505,Pimenta,RuralAdjacente,31,8715
2833,Minas Gerais,MG,3150539,Pingo-d´Água,IntermediarioAdjacente,31,5029
2834,Minas Gerais,MG,3150570,Pintópolis,RuralAdjacente,31,7540
2835,Minas Gerais,MG,3150604,Piracema,RuralAdjacente,31,6386
2836,Minas Gerais,MG,3150703,Pirajuba,IntermediarioAdjacente,31,6491
2837,Minas Gerais,MG,3150802,Piranga,RuralAdjacente,31,17641
2838,Minas Gerais,MG,3150901,Piranguçu,Urbano,31,5504
2839,Minas Gerais,MG,3151008,Piranguinho,Urbano,31,8683
2840,Minas Gerais,MG,3151107,Pirapetinga,IntermediarioAdjacente,31,10791
2841,Minas Gerais,MG,3151206,Pirapora,Urbano,31,56845
2842,Minas Gerais,MG,3151305,Piraúba,IntermediarioAdjacente,31,10732
2843,Minas Gerais,MG,3151404,Pitangui,Urbano,31,28433
2844,Minas Gerais,MG,3151503,Piumhi,Urbano,31,35137
2845,Minas Gerais,MG,3151602,Planura,Urbano,31,12445
2846,Minas Gerais,MG,3151701,Poço Fundo,RuralAdjacente,31,16900
2847,Minas Gerais,MG,3151800,Poços de Caldas,Urbano,31,169838
2848,Minas Gerais,MG,3151909,Pocrane,RuralAdjacente,31,8288
2849,Minas Gerais,MG,3152006,Pompéu,Urbano,31,32248
2850,Minas Gerais,MG,3152105,Ponte Nova,Urbano,31,60003
2851,Minas Gerais,MG,3152131,Ponto Chique,RuralAdjacente,31,4305
2852,Minas Gerais,MG,3152170,Ponto dos Volantes,RuralAdjacente,31,12235
2853,Minas Gerais,MG,3152204,Porteirinha,RuralAdjacente,31,37823
2854,Minas Gerais,MG,3152303,Porto Firme,RuralAdjacente,31,11414
2855,Minas Gerais,MG,3152402,Poté,RuralAdjacente,31,16675
2856,Minas Gerais,MG,3152501,Pouso Alegre,Urbano,31,154293
2857,Minas Gerais,MG,3152600,Pouso Alto,RuralAdjacente,31,5862
2858,Minas Gerais,MG,3152709,Prados,RuralAdjacente,31,9128
2859,Minas Gerais,MG,3152808,Prata,IntermediarioAdjacente,31,28173
2860,Minas Gerais,MG,3152907,Pratápolis,IntermediarioAdjacente,31,8530
2861,Minas Gerais,MG,3153004,Pratinha,RuralAdjacente,31,3658
2862,Minas Gerais,MG,3153103,Presidente Bernardes,RuralAdjacente,31,5315
2863,Minas Gerais,MG,3153202,Presidente Juscelino,RuralAdjacente,31,3572
2864,Minas Gerais,MG,3153301,Presidente Kubitschek,RuralAdjacente,31,3000
2865,Minas Gerais,MG,3153400,Presidente Olegário,IntermediarioAdjacente,31,19680
2866,Minas Gerais,MG,3153509,Alto Jequitibá,RuralAdjacente,31,8286
2867,Minas Gerais,MG,3153608,Prudente de Morais,Urbano,31,10931
2868,Minas Gerais,MG,3153707,Quartel Geral,RuralAdjacente,31,3603
2869,Minas Gerais,MG,3153806,Queluzito,Urbano,31,1948
2870,Minas Gerais,MG,3153905,Raposos,Urbano,31,16501
2871,Minas Gerais,MG,3154002,Raul Soares,RuralAdjacente,31,23663
2872,Minas Gerais,MG,3154101,Recreio,RuralAdjacente,31,10522
2873,Minas Gerais,MG,3154150,Reduto,RuralAdjacente,31,7247
2874,Minas Gerais,MG,3154200,Resende Costa,IntermediarioAdjacente,31,11578
2875,Minas Gerais,MG,3154309,Resplendor,IntermediarioAdjacente,31,17396
2876,Minas Gerais,MG,3154408,Ressaquinha,RuralAdjacente,31,4826
2877,Minas Gerais,MG,3154457,Riachinho,RuralAdjacente,31,8132
2878,Minas Gerais,MG,3154507,Riacho dos Machados,RuralAdjacente,31,9471
2879,Minas Gerais,MG,3154606,Ribeirão das Neves,Urbano,31,341415
2880,Minas Gerais,MG,3154705,Ribeirão Vermelho,Urbano,31,4061
2881,Minas Gerais,MG,3154804,Rio Acima,Urbano,31,10524
2882,Minas Gerais,MG,3154903,Rio Casca,RuralAdjacente,31,13384
2883,Minas Gerais,MG,3155009,Rio Doce,RuralAdjacente,31,2630
2884,Minas Gerais,MG,3155108,Rio do Prado,RuralRemoto,31,5117
2885,Minas Gerais,MG,3155207,Rio Espera,RuralAdjacente,31,5332
2886,Minas Gerais,MG,3155306,Rio Manso,RuralAdjacente,31,5924
2887,Minas Gerais,MG,3155405,Rio Novo,IntermediarioAdjacente,31,8964
2888,Minas Gerais,MG,3155504,Rio Paranaíba,RuralAdjacente,31,12356
2889,Minas Gerais,MG,3155603,Rio Pardo de Minas,RuralRemoto,31,31171
2890,Minas Gerais,MG,3155702,Rio Piracicaba,RuralAdjacente,31,14325
2891,Minas Gerais,MG,3155801,Rio Pomba,Urbano,31,18007
2892,Minas Gerais,MG,3155900,Rio Preto,RuralAdjacente,31,5493
2893,Minas Gerais,MG,3156007,Rio Vermelho,RuralAdjacente,31,12635
2894,Minas Gerais,MG,3156106,Ritápolis,RuralAdjacente,31,4521
2895,Minas Gerais,MG,3156205,Rochedo de Minas,RuralAdjacente,31,2335
2896,Minas Gerais,MG,3156304,Rodeiro,Urbano,31,8333
2897,Minas Gerais,MG,3156403,Romaria,RuralAdjacente,31,3507
2898,Minas Gerais,MG,3156452,Rosário da Limeira,RuralAdjacente,31,4648
2899,Minas Gerais,MG,3156502,Rubelita,RuralRemoto,31,5609
2900,Minas Gerais,MG,3156601,Rubim,RuralRemoto,31,10269
2901,Minas Gerais,MG,3156700,Sabará,Urbano,31,137877
2902,Minas Gerais,MG,3156809,Sabinópolis,RuralAdjacente,31,15364
2903,Minas Gerais,MG,3156908,Sacramento,Urbano,31,26556
2904,Minas Gerais,MG,3157005,Salinas,Urbano,31,41864
2905,Minas Gerais,MG,3157104,Salto da Divisa,IntermediarioAdjacente,31,7014
2906,Minas Gerais,MG,3157203,Santa Bárbara,Urbano,31,31873
2907,Minas Gerais,MG,3157252,Santa Bárbara do Leste,RuralAdjacente,31,8212
2908,Minas Gerais,MG,3157278,Santa Bárbara do Monte Verde,RuralAdjacente,31,3212
2909,Minas Gerais,MG,3157302,Santa Bárbara do Tugúrio,RuralAdjacente,31,4385
2910,Minas Gerais,MG,3157336,Santa Cruz de Minas,Urbano,31,8723
2911,Minas Gerais,MG,3157377,Santa Cruz de Salinas,RuralAdjacente,31,4074
2912,Minas Gerais,MG,3157401,Santa Cruz do Escalvado,RuralAdjacente,31,4693
2913,Minas Gerais,MG,3157500,Santa Efigênia de Minas,RuralAdjacente,31,4354
2914,Minas Gerais,MG,3157609,Santa Fé de Minas,RuralAdjacente,31,3806
2915,Minas Gerais,MG,3157658,Santa Helena de Minas,RuralAdjacente,31,6406
2916,Minas Gerais,MG,3157708,Santa Juliana,IntermediarioAdjacente,31,14497
2917,Minas Gerais,MG,3157807,Santa Luzia,Urbano,31,221705
2918,Minas Gerais,MG,3157906,Santa Margarida,RuralAdjacente,31,16393
2919,Minas Gerais,MG,3158003,Santa Maria de Itabira,RuralAdjacente,31,10867
2920,Minas Gerais,MG,3158102,Santa Maria do Salto,RuralAdjacente,31,5203
2921,Minas Gerais,MG,3158201,Santa Maria do Suaçuí,RuralAdjacente,31,14607
2922,Minas Gerais,MG,3158300,Santana da Vargem,RuralAdjacente,31,7047
2923,Minas Gerais,MG,3158409,Santana de Cataguases,RuralAdjacente,31,3909
2924,Minas Gerais,MG,3158508,Santana de Pirapama,RuralAdjacente,31,7538
2925,Minas Gerais,MG,3158607,Santana do Deserto,Urbano,31,3985
2926,Minas Gerais,MG,3158706,Santana do Garambéu,RuralAdjacente,31,2494
2927,Minas Gerais,MG,3158805,Santana do Jacaré,IntermediarioAdjacente,31,4847
2928,Minas Gerais,MG,3158904,Santana do Manhuaçu,RuralAdjacente,31,8660
2929,Minas Gerais,MG,3158953,Santana do Paraíso,Urbano,31,36048
2930,Minas Gerais,MG,3159001,Santana do Riacho,RuralAdjacente,31,4334
2931,Minas Gerais,MG,3159100,Santana dos Montes,RuralAdjacente,31,3753
2932,Minas Gerais,MG,3159209,Santa Rita de Caldas,RuralAdjacente,31,8900
2933,Minas Gerais,MG,3159308,Santa Rita de Jacutinga,RuralAdjacente,31,4843
2934,Minas Gerais,MG,3159357,Santa Rita de Minas,IntermediarioAdjacente,31,7322
2935,Minas Gerais,MG,3159407,Santa Rita de Ibitipoca,RuralAdjacente,31,3380
2936,Minas Gerais,MG,3159506,Santa Rita do Itueto,RuralAdjacente,31,5426
2937,Minas Gerais,MG,3159605,Santa Rita do Sapucaí,Urbano,31,44226
2938,Minas Gerais,MG,3159704,Santa Rosa da Serra,RuralAdjacente,31,3364
2939,Minas Gerais,MG,3159803,Santa Vitória,IntermediarioAdjacente,31,19997
2940,Minas Gerais,MG,3159902,Santo Antônio do Amparo,Urbano,31,18697
2941,Minas Gerais,MG,3160009,Santo Antônio do Aventureiro,RuralAdjacente,31,3602
2942,Minas Gerais,MG,3160108,Santo Antônio do Grama,IntermediarioAdjacente,31,3861
2943,Minas Gerais,MG,3160207,Santo Antônio do Itambé,RuralAdjacente,31,3763
2944,Minas Gerais,MG,3160306,Santo Antônio do Jacinto,RuralAdjacente,31,11570
2945,Minas Gerais,MG,3160405,Santo Antônio do Monte,Urbano,31,28603
2946,Minas Gerais,MG,3160454,Santo Antônio do Retiro,RuralAdjacente,31,7316
2947,Minas Gerais,MG,3160504,Santo Antônio do Rio Abaixo,RuralAdjacente,31,1756
2948,Minas Gerais,MG,3160603,Santo Hipólito,RuralAdjacente,31,3044
2949,Minas Gerais,MG,3160702,Santos Dumont,Urbano,31,46357
2950,Minas Gerais,MG,3160801,São Bento Abade,IntermediarioAdjacente,31,5411
2951,Minas Gerais,MG,3160900,São Brás do Suaçuí,Urbano,31,3770
2952,Minas Gerais,MG,3160959,São Domingos das Dores,RuralAdjacente,31,5672
2953,Minas Gerais,MG,3161007,São Domingos do Prata,RuralAdjacente,31,17296
2954,Minas Gerais,MG,3161056,São Félix de Minas,RuralAdjacente,31,3354
2955,Minas Gerais,MG,3161106,São Francisco,Urbano,31,56625
2956,Minas Gerais,MG,3161205,São Francisco de Paula,RuralAdjacente,31,6512
2957,Minas Gerais,MG,3161304,São Francisco de Sales,IntermediarioAdjacente,31,6309
2958,Minas Gerais,MG,3161403,São Francisco do Glória,RuralAdjacente,31,4758
2959,Minas Gerais,MG,3161502,São Geraldo,RuralAdjacente,31,12751
2960,Minas Gerais,MG,3161601,São Geraldo da Piedade,RuralAdjacente,31,3860
2961,Minas Gerais,MG,3161650,São Geraldo do Baixio,RuralAdjacente,31,4104
2962,Minas Gerais,MG,3161700,São Gonçalo do Abaeté,RuralAdjacente,31,8527
2963,Minas Gerais,MG,3161809,São Gonçalo do Pará,IntermediarioAdjacente,31,12776
2964,Minas Gerais,MG,3161908,São Gonçalo do Rio Abaixo,RuralAdjacente,31,11114
2965,Minas Gerais,MG,3162005,São Gonçalo do Sapucaí,Urbano,31,25670
2966,Minas Gerais,MG,3162104,São Gotardo,Urbano,31,36084
2967,Minas Gerais,MG,3162203,São João Batista do Glória,IntermediarioAdjacente,31,7541
2968,Minas Gerais,MG,3162252,São João da Lagoa,RuralAdjacente,31,4949
2969,Minas Gerais,MG,3162302,São João da Mata,RuralAdjacente,31,2743
2970,Minas Gerais,MG,3162401,São João da Ponte,RuralAdjacente,31,25033
2971,Minas Gerais,MG,3162450,São João das Missões,RuralRemoto,31,13232
2972,Minas Gerais,MG,3162500,São João del Rei,Urbano,31,90897
2973,Minas Gerais,MG,3162559,São João do Manhuaçu,RuralAdjacente,31,11785
2974,Minas Gerais,MG,3162575,São João do Manteninha,RuralAdjacente,31,5975
2975,Minas Gerais,MG,3162609,São João do Oriente,RuralAdjacente,31,7393
2976,Minas Gerais,MG,3162658,São João do Pacuí,RuralAdjacente,31,4476
2977,Minas Gerais,MG,3162708,São João do Paraíso,RuralAdjacente,31,23797
2978,Minas Gerais,MG,3162807,São João Evangelista,RuralAdjacente,31,15761
2979,Minas Gerais,MG,3162906,São João Nepomuceno,Urbano,31,26530
2980,Minas Gerais,MG,3162922,São Joaquim de Bicas,Urbano,31,32696
2981,Minas Gerais,MG,3162948,São José da Barra,RuralAdjacente,31,7532
2982,Minas Gerais,MG,3162955,São José da Lapa,Urbano,31,24490
2983,Minas Gerais,MG,3163003,São José da Safira,RuralAdjacente,31,4291
2984,Minas Gerais,MG,3163102,São José da Varginha,RuralAdjacente,31,5151
2985,Minas Gerais,MG,3163201,São José do Alegre,Urbano,31,4222
2986,Minas Gerais,MG,3163300,São José do Divino,RuralAdjacente,31,3851
2987,Minas Gerais,MG,3163409,São José do Goiabal,RuralAdjacente,31,5356
2988,Minas Gerais,MG,3163508,São José do Jacuri,RuralAdjacente,31,6409
2989,Minas Gerais,MG,3163607,São José do Mantimento,RuralAdjacente,31,2821
2990,Minas Gerais,MG,3163706,São Lourenço,Urbano,31,46539
2991,Minas Gerais,MG,3163805,São Miguel do Anta,RuralAdjacente,31,6949
2992,Minas Gerais,MG,3163904,São Pedro da União,RuralAdjacente,31,4563
2993,Minas Gerais,MG,3164001,São Pedro dos Ferros,RuralAdjacente,31,7634
2994,Minas Gerais,MG,3164100,São Pedro do Suaçuí,RuralAdjacente,31,5160
2995,Minas Gerais,MG,3164209,São Romão,RuralAdjacente,31,12713
2996,Minas Gerais,MG,3164308,São Roque de Minas,RuralAdjacente,31,7100
2997,Minas Gerais,MG,3164407,São Sebastião da Bela Vista,RuralAdjacente,31,5598
2998,Minas Gerais,MG,3164431,São Sebastião da Vargem Alegre,RuralAdjacente,31,3039
2999,Minas Gerais,MG,3164472,São Sebastião do Anta,RuralAdjacente,31,6697
3000,Minas Gerais,MG,3164506,São Sebastião do Maranhão,RuralAdjacente,31,9884
3001,Minas Gerais,MG,3164605,São Sebastião do Oeste,RuralAdjacente,31,6948
3002,Minas Gerais,MG,3164704,São Sebastião do Paraíso,Urbano,31,71915
3003,Minas Gerais,MG,3164803,São Sebastião do Rio Preto,RuralAdjacente,31,1478
3004,Minas Gerais,MG,3164902,São Sebastião do Rio Verde,RuralAdjacente,31,2259
3005,Minas Gerais,MG,3165008,São Tiago,RuralAdjacente,31,10979
3006,Minas Gerais,MG,3165107,São Tomás de Aquino,RuralAdjacente,31,6980
3007,Minas Gerais,MG,3165206,São Thomé das Letras,RuralAdjacente,31,7151
3008,Minas Gerais,MG,3165305,São Vicente de Minas,IntermediarioAdjacente,31,7876
3009,Minas Gerais,MG,3165404,Sapucaí-Mirim,RuralAdjacente,31,7045
3010,Minas Gerais,MG,3165503,Sardoá,RuralAdjacente,31,6421
3011,Minas Gerais,MG,3165537,Sarzedo,Urbano,31,34050
3012,Minas Gerais,MG,3165552,Setubinha,RuralAdjacente,31,12493
3013,Minas Gerais,MG,3165560,Sem-Peixe,RuralAdjacente,31,2579
3014,Minas Gerais,MG,3165578,Senador Amaral,RuralAdjacente,31,5365
3015,Minas Gerais,MG,3165602,Senador Cortes,RuralAdjacente,31,2001
3016,Minas Gerais,MG,3165701,Senador Firmino,RuralAdjacente,31,7902
3017,Minas Gerais,MG,3165800,Senador José Bento,RuralAdjacente,31,1422
3018,Minas Gerais,MG,3165909,Senador Modestino Gonçalves,RuralAdjacente,31,4056
3019,Minas Gerais,MG,3166006,Senhora de Oliveira,RuralAdjacente,31,5786
3020,Minas Gerais,MG,3166105,Senhora do Porto,RuralAdjacente,31,3516
3021,Minas Gerais,MG,3166204,Senhora dos Remédios,RuralAdjacente,31,10474
3022,Minas Gerais,MG,3166303,Sericita,RuralAdjacente,31,7340
3023,Minas Gerais,MG,3166402,Seritinga,RuralAdjacente,31,1857
3024,Minas Gerais,MG,3166501,Serra Azul de Minas,RuralAdjacente,31,4292
3025,Minas Gerais,MG,3166600,Serra da Saudade,RuralAdjacente,31,771
3026,Minas Gerais,MG,3166709,Serra dos Aimorés,IntermediarioAdjacente,31,8725
3027,Minas Gerais,MG,3166808,Serra do Salitre,RuralAdjacente,31,11750
3028,Minas Gerais,MG,3166907,Serrania,IntermediarioAdjacente,31,7667
3029,Minas Gerais,MG,3166956,Serranópolis de Minas,RuralAdjacente,31,4836
3030,Minas Gerais,MG,3167004,Serranos,RuralAdjacente,31,1949
